From	Entry	Entry.Name	Gene.Names
Q47WF3	Q47WF3	Q47WF3_COLP3	nirTB CPS_4219
Q47WF4	Q47WF4	Q47WF4_COLP3	CPS_4218
Q47VZ4	Q47VZ4	ORN_COLP3	orn CPS_4379
Q47WG8	Q47WG8	Q47WG8_COLP3	CPS_4204
Q47WH3	Q47WH3	Q47WH3_COLP3	CPS_4198
Q47WH7	Q47WH7	Q47WH7_COLP3	lpp CPS_4194
Q47WI8	Q47WI8	Q47WI8_COLP3	lpxL CPS_4183
Q47WJ1	Q47WJ1	Q47WJ1_COLP3	nudF CPS_4180
Q47WJ6	Q47WJ6	Q47WJ6_COLP3	CPS_4175
Q47WJ7	Q47WJ7	Q47WJ7_COLP3	CPS_4174
Q47WK3	Q47WK3	Q47WK3_COLP3	CPS_4167
Q47W35	Q47W35	TSAD_COLP3	tsaD gcp CPS_4338
Q47WK5	Q47WK5	Q47WK5_COLP3	CPS_4165
Q47WK6	Q47WK6	Q47WK6_COLP3	CPS_4164
Q47WK7	Q47WK7	Q47WK7_COLP3	CPS_4163
Q47WL5	Q47WL5	Q47WL5_COLP3	CPS_4155
Q47WM5	Q47WM5	Q47WM5_COLP3	CPS_4143
Q47WM6	Q47WM6	Q47WM6_COLP3	CPS_4142
Q47WP4	Q47WP4	Q47WP4_COLP3	lepB3 CPS_4123
Q47WQ4	Q47WQ4	Q47WQ4_COLP3	CPS_4113
Q47WQ7	Q47WQ7	Q47WQ7_COLP3	CPS_4110
Q47W53	Q47W53	UPP_COLP3	upp CPS_4319
Q47WR7	Q47WR7	Q47WR7_COLP3	CPS_4100
Q47WS0	Q47WS0	Q47WS0_COLP3	srmB CPS_4097
Q47WS5	Q47WS5	Q47WS5_COLP3	phbB2 CPS_4092
Q47WS6	Q47WS6	Q47WS6_COLP3	bdhA2 CPS_4091
Q47WS7	Q47WS7	Q47WS7_COLP3	phaZ CPS_4090
Q47WS9	Q47WS9	Q47WS9_COLP3	phbC CPS_4088
Q47W59	Q47W59	PANC_COLP3	panC CPS_4313
Q47WT1	Q47WT1	Q47WT1_COLP3	CPS_4086
Q47WT2	Q47WT2	Q47WT2_COLP3	CPS_4085
Q47WT3	Q47WT3	Q47WT3_COLP3	CPS_4084
Q47WT6	Q47WT6	Q47WT6_COLP3	CPS_4081
Q47WU1	Q47WU1	Q47WU1_COLP3	CPS_4076
Q47WV6	Q47WV6	Q47WV6_COLP3	mmsA4 CPS_4060
Q47WV9	Q47WV9	Q47WV9_COLP3	CPS_4056
Q47WW0	Q47WW0	Q47WW0_COLP3	dht CPS_4055
Q47WW1	Q47WW1	Q47WW1_COLP3	CPS_4054
Q47WW7	Q47WW7	Q47WW7_COLP3	cofD CPS_4047
Q47WW9	Q47WW9	Q47WW9_COLP3	CPS_4045
Q47WX0	Q47WX0	Q47WX0_COLP3	CPS_4044
Q47WX1	Q47WX1	Q47WX1_COLP3	mer CPS_4043
Q47WX2	Q47WX2	Q47WX2_COLP3	CPS_4042
Q47WX4	Q47WX4	Q47WX4_COLP3	CPS_4039
Q47WX7	Q47WX7	Q47WX7_COLP3	purU3 purU purU1 CPS_2482 CPS_4036
Q47WX8	Q47WX8	Q47WX8_COLP3	soxG2 soxG1 CPS_2481 CPS_4035
Q47WX9	Q47WX9	Q47WX9_COLP3	soxA2 soxA1 CPS_2480 CPS_4034
Q47WY0	Q47WY0	Q47WY0_COLP3	soxD2 soxD1 CPS_2479 CPS_4033
Q47WY1	Q47WY1	Q47WY1_COLP3	soxB2 soxB1 CPS_2478 CPS_4032
Q47WY3	Q47WY3	Q47WY3_COLP3	CPS_4030
Q47WY4	Q47WY4	Q47WY4_COLP3	CPS_4029
Q47WY9	Q47WY9	Q47WY9_COLP3	fdhA2 CPS_4024
Q47WZ0	Q47WZ0	Q47WZ0_COLP3	fdhB2 CPS_4023
Q47WZ4	Q47WZ4	Q47WZ4_COLP3	CPS_4019
Q47WZ5	Q47WZ5	Q47WZ5_COLP3	CPS_4018
Q47WZ6	Q47WZ6	Q47WZ6_COLP3	CPS_4017
Q47X02	Q47X02	Q47X02_COLP3	betB2 CPS_4011
Q47X03	Q47X03	Q47X03_COLP3	betA2 CPS_4010
Q47X11	Q47X11	Q47X11_COLP3	CPS_4002
Q47X16	Q47X16	Q47X16_COLP3	hemF CPS_3996
Q47X18	Q47X18	Q47X18_COLP3	CPS_3994
Q47X19	Q47X19	Q47X19_COLP3	CPS_3993
Q47X22	Q47X22	Q47X22_COLP3	CPS_3990
Q47X24	Q47X24	Q47X24_COLP3	CPS_3988
Q47X25	Q47X25	Q47X25_COLP3	CPS_3987
Q47X36	Q47X36	Q47X36_COLP3	CPS_3976
Q47X37	Q47X37	Q47X37_COLP3	CPS_3975
Q47X38	Q47X38	Q47X38_COLP3	exbB3 CPS_3974
Q47X39	Q47X39	Q47X39_COLP3	exbD3 CPS_3973
Q47X40	Q47X40	Q47X40_COLP3	CPS_3972
Q47X41	Q47X41	Q47X41_COLP3	CPS_3971
Q47X43	Q47X43	Q47X43_COLP3	CPS_3969
Q47X47	Q47X47	Q47X47_COLP3	CPS_3965
Q47X48	Q47X48	Q47X48_COLP3	pip2 CPS_3964
Q47WC1	Q47WC1	SYH_COLP3	hisS CPS_4251
Q47X58	Q47X58	Q47X58_COLP3	aroF CPS_3954
Q47X60	Q47X60	Q47X60_COLP3	CPS_3952
Q47X61	Q47X61	Q47X61_COLP3	CPS_3951
Q47X62	Q47X62	Q47X62_COLP3	CPS_3950
Q47X79	Q47X79	Q47X79_COLP3	CPS_3933
Q47X80	Q47X80	Q47X80_COLP3	CPS_3932
Q47X83	Q47X83	Q47X83_COLP3	CPS_3929
Q47X84	Q47X84	Q47X84_COLP3	CPS_3928
Q47X85	Q47X85	Q47X85_COLP3	CPS_3927
Q47X86	Q47X86	Q47X86_COLP3	CPS_3926
Q47X92	Q47X92	Q47X92_COLP3	CPS_3920
Q47WD1	Q47WD1	GUAA_COLP3	guaA CPS_4241
Q47X94	Q47X94	Q47X94_COLP3	nadE CPS_3918
Q47X95	Q47X95	Q47X95_COLP3	CPS_3917
Q47X97	Q47X97	Q47X97_COLP3	rluD CPS_3915
Q47XA0	Q47XA0	Q47XA0_COLP3	CPS_3912
Q47XD2	Q47XD2	Q47XD2_COLP3	fba CPS_3876
Q47XE4	Q47XE4	Q47XE4_COLP3	CPS_3864
Q47WG1	Q47WG1	LEUD_COLP3	leuD CPS_4211
Q47XE5	Q47XE5	Q47XE5_COLP3	CPS_3863
Q47XF5	Q47XF5	Q47XF5_COLP3	CPS_3853
Q47XG0	Q47XG0	Q47XG0_COLP3	CPS_3848
Q47XG1	Q47XG1	Q47XG1_COLP3	CPS_3847
Q47XG5	Q47XG5	Q47XG5_COLP3	CPS_3843
Q47XG6	Q47XG6	Q47XG6_COLP3	CPS_3842
Q47XG7	Q47XG7	Q47XG7_COLP3	gcvT2 CPS_3841
Q47XG9	Q47XG9	Q47XG9_COLP3	CPS_3839
Q47XH4	Q47XH4	Q47XH4_COLP3	CPS_3834
Q47XH7	Q47XH7	Q47XH7_COLP3	CPS_3831
Q47XI8	Q47XI8	Q47XI8_COLP3	CPS_3819
Q47XJ6	Q47XJ6	Q47XJ6_COLP3	CPS_3811
Q47XK3	Q47XK3	Q47XK3_COLP3	CPS_3804
Q47XL2	Q47XL2	Q47XL2_COLP3	miaE CPS_3795
Q47XL3	Q47XL3	Q47XL3_COLP3	lpxH CPS_3794
Q47XL4	Q47XL4	Q47XL4_COLP3	ppiB CPS_3793
Q47XM2	Q47XM2	Q47XM2_COLP3	hupB3 CPS_3781
Q47XM4	Q47XM4	Q47XM4_COLP3	sapF CPS_3779
Q47XN7	Q47XN7	Q47XN7_COLP3	phhA CPS_3766
Q47XP3	Q47XP3	Q47XP3_COLP3	CPS_3760
Q47WM2	Q47WM2	TRMB_COLP3	trmB CPS_4146
Q47XP4	Q47XP4	Q47XP4_COLP3	CPS_3759
Q47XP6	Q47XP6	Q47XP6_COLP3	CPS_3757
Q47XP7	Q47XP7	Q47XP7_COLP3	CPS_3756
Q47XP8	Q47XP8	Q47XP8_COLP3	CPS_3755
Q47XP9	Q47XP9	Q47XP9_COLP3	exbB2 CPS_3754
Q47XQ0	Q47XQ0	Q47XQ0_COLP3	exbD2 CPS_3753
Q47XQ1	Q47XQ1	Q47XQ1_COLP3	CPS_3752
Q47XQ2	Q47XQ2	Q47XQ2_COLP3	CPS_3751
Q47XQ4	Q47XQ4	Q47XQ4_COLP3	CPS_3749
Q47XT2	Q47XT2	Q47XT2_COLP3	CPS_3721
Q47YD5	Q47YD5	Q47YD5_COLP3	CPS_3511
Q47YZ7	Q47YZ7	Q47YZ7_COLP3	CPS_3297
Q47Z11	Q47Z11	Q47Z11_COLP3	CPS_3277
Q480P6	Q480P6	Q480P6_COLP3	CPS_2761
Q482J2	Q482J2	Q482J2_COLP3	CPS_2305
Q47Y80	Q47Y80	MIAB_COLP3	CPS_3572
Q484P3	Q484P3	Q484P3_COLP3	CPS_1740
Q485J4	Q485J4	Q485J4_COLP3	CPS_1529
Q47ZS6	Q47ZS6	IHFA_COLP3	CPS_2994
Q486U6	Q486U6	Q486U6_COLP3	CPS_1176
Q486Y5	Q486Y5	Q486Y5_COLP3	CPS_1137
Q487G3	Q487G3	Q487G3_COLP3	CPS_1058
Q487K9	Q487K9	Q487K9_COLP3	CPS_1007
Q48A16	Q48A16	Q48A16_COLP3	CPS_0332
Q48AU7	Q48AU7	Q48AU7_COLP3	CPS_0021
Q483C9	Q483C9	CMOA_COLP3	CPS_2112
Q487G1	Q487G1	Q487G1_COLP3	CPS_1060
Q481D3	Q481D3	Q481D3_COLP3	CPS_2622
Q487I6	Q487I6	CCME_COLP3	CPS_1030
Q47UP8	Q47UP8	Q47UP8_COLP3	CPS_4835
Q47UZ4	Q47UZ4	Q47UZ4_COLP3	CPS_4734
Q47V89	Q47V89	Q47V89_COLP3	CPS_4636
Q47VM6	Q47VM6	GCH4_COLP3	CPS_4498
Q47VI3	Q47VI3	Q47VI3_COLP3	CPS_4541
Q47VQ9	Q47VQ9	MURG_COLP3	PS_4465
Q47W66	Q47W66	Q47W66_COLP3	CPS_4306
Q47W77	Q47W77	Q47W77_COLP3	CPS_4295
Q47WB8	Q47WB8	Q47WB8_COLP3	CPS_4254
Q47WM7	Q47WM7	Q47WM7_COLP3	CPS_4141
Q47XM3	Q47XM3	Q47XM3_COLP3	CPS_3780
Q47XM9	Q47XM9	Q47XM9_COLP3	CPS_3774
