"","P01","P02","P03","P04","P05","P06","P07","P08","P09","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","P31","P32","P33","P34","P35","P36","P37","P38","P39","P40","P41","P42"
"Q47WT2",8.28161918113974,8.00146197007756,8.66800961639746,7.09931653783925,7.19049261893638,7.19222154494202,7.7436603978865,8.28167215012818,8.12441464869085,7.38060285354782,7.35550298425874,7.18126314182983,9.04652208161901,9.00620992502314,9.26271899170668,7.07322688441019,6.6803509002464,6.59464666432407,8.24925112388611,8.57622540346476,8.79355708460916,6.27291305259233,6.75109169027897,6.65839219706139,8.36730822494466,8.88107600808471,8.87902948388566,6.89676268223468,7.24662334760645,6.79336891695778,8.8133040012668,8.80196352622851,9.14213820388196,6.7159507801062,6.6864850906335,6.8867584732013,9.0222594754396,9.17852322889892,9.02906608048887,6.48313342135901,6.71044882795813,6.97378901813835
"Q47WT3",8.17852556901865,8.18588697605304,8.1985242804478,7.4212448472354,7.60553039571782,7.30769884646726,8.0655886171013,8.37788765676141,8.17886267809066,7.15821011400619,6.97699125575442,7.05573135775819,8.54902242214819,8.46855314813847,8.48899501787906,6.61379499551537,7.09538806907477,6.40200182080037,8.24925112388611,8.39565323316502,8.45252000470441,6.78748660333427,6.90309492858571,6.98032059935674,8.1608576180161,8.34673936538226,8.0966211136997,6.75925963017985,7.02423138958634,6.64136665583623,8.2987311447274,8.21700086648124,8.49444004726609,5.39402135339851,6.51656096043998,5.74925471293059,8.36174568784995,8.51109856798579,8.45970021714882,6.06809758544462,5.97348412331378,5.83628503566579
"Q47WT6",1.55878344858754,1.67718642890895,1.63322498399636,NA,NA,NA,1.55688361292265,2.55884063169225,2.55914630985555,NA,2.79022219907031,1.73144895805793,1.59670687575242,1.6495390882585,1.6699613970217,1.74896620421902,2.64558299967545,1.7297968155569,2.62952256691031,3.20888231959463,4.00271996272849,1.60070499378779,NA,1.7935674630653,2.59558188765423,3.20888607425316,3.1728890248061,1.57250607276293,2.5744398365344,1.60659118885971,2.62653441735911,3.23668711490242,4.04463378215139,1.52918017873306,1.65173718234762,3.1474442882663,3.12766696470779,2.55879788621668,3.22562629377226,1.61828136103577,3.10863638429552,2.64950690390442
"Q47WT8",5.59004881378908,5.66662214351116,5.66449627071119,5.76093600954853,5.81258227404038,5.68878187686887,5.62878376420774,5.31879928314054,5.41529971253513,5.41772905776446,5.77965265962815,5.63342922705323,5.35666668457351,5.45837585948749,5.61632049348959,5.60511801019311,5.79548145893602,5.67616899430544,5.70141628300951,5.81129259010082,5.53695178276215,5.71213805606348,5.82774803797727,5.69552015974408,5.78294788574805,5.33324017488537,5.48989378957516,5.68391169323342,5.47639536414578,5.26345584485557,5.73795704275046,5.76314219554014,5.53156886730841,5.43115008538277,5.80161558969212,5.63438032019728,5.35156702612543,5.50515857388915,5.44952309080486,5.37824366970559,5.37984386736385,5.45837728618793
"Q47WT9",5.31902743667721,5.60734700294715,5.39347556917526,6.11018434647212,5.50092214633131,6.08761310264289,5.63905187050068,5.56700898028084,5.64129490599568,6.05360017753604,5.87238098686577,5.88400907836601,5.52687616960372,5.57967346894799,5.75211847461794,5.96861658996011,5.65374371192767,6.29739231873343,5.47721698514993,5.2910446733248,5.34791251490599,6.44841113893271,6.23144482740904,6.13874600745988,5.74812529609039,5.84358193660581,5.5180817140164,6.28691896552544,5.97851505486333,6.22481214371557,5.29365888238134,5.65987889143312,5.57040139793974,6.19630454898544,5.87138281878032,5.9076788720681,5.69525860171578,5.7113447946229,5.64882149001069,6.07896378993926,6.19080276080318,5.99471143124881
"Q47WU0",NA,NA,NA,NA,2.8615399541311,2.86326238198972,NA,NA,2.67999833476022,2.82926414484164,2.9110754815392,2.85231647457114,2.71756764622546,NA,NA,NA,2.76644300414618,2.85065227771006,NA,NA,NA,2.72157530404262,3.83718434152865,2.91441246082298,NA,NA,NA,2.69335203087848,3.69528632117168,2.72745918514485,NA,NA,NA,2.65004670071294,2.77258239731415,2.68334795716925,2.66355438014828,NA,NA,2.73913965064559,2.64453174976593,2.77037811862517
"Q47WU1",3.97040801983404,4.57422082877246,4.30788254369485,2.73918168166875,4.1522942973552,3.83209837986748,3.96849813143598,3.97045768388668,3.64881753733642,3.79808591286874,3.87989663777731,3.40609569402053,2.68639015644526,4.06112069779759,4.5669918924685,4.1605617769098,4.32022917375764,3.4044489505056,4.52655392229076,4.71360190171945,3.77046411698344,4.01232393285511,3.80600767717358,2.88322841739015,4.00718365638024,3.71359114979921,3.67760507626384,3.66216833094946,3.66411063622872,4.01821128264645,4.30117354846982,4.06332443122194,4.13431764985631,3.94078768214808,4.06332627315139,3.65216333599423,4.80231442120655,4.23343398931879,4.53769438511196,3.70797200399372,1.61335910823502,4.06112590756665
"Q47WU4",5.68120873736188,5.53656850147228,6.04516295511643,6.35688851687645,6.44806321001355,6.21846820644989,5.96881087210538,5.90365385163827,5.59908548759952,5.83081892393515,5.99063782038703,5.68394537170628,5.79713242353456,5.92393048919264,5.79236889198296,6.22500424113676,6.05750419051524,5.93021870385256,5.75193458572049,5.48329859161407,5.72073946176967,6.0126362804464,6.06112934534366,5.99396625679909,5.63552791848011,5.66386883440665,5.93272837841421,5.98440940351983,5.52691429242712,5.64654964448985,5.27946021538927,5.18916803995241,5.76265940813109,5.87398690397825,5.41156148547023,5.68489670627823,5.66512197582167,5.41817113256922,5.40050639050676,5.74070442918101,5.64609237246662,5.84993014878789
"Q47W60",4.6436878203776,3.44015686099945,4.39620501762934,3.99743391546174,3.5036550254511,4.09034025086689,3.90481338543582,3.90676996048898,4.3220967708401,4.05633022834835,4.13814817226031,4.49441771979815,3.94464005105546,3.41247523536229,2.43291806250415,3.51191269869316,4.73047437322442,4.0777295110033,4.39248357471113,3.97184256692566,4.02871002117332,4.68560937661164,4.06424816225304,4.14147797039673,4.94350261766185,4.70880917745123,4.93584897650208,4.33545527490597,4.33739156882469,4.3695637659219,3.38950262586853,3.99964791760157,4.07063230726659,4.29214596222002,4.41467840117273,4.64737446434324,4.89063135036712,3.90672118963699,3.98858821805094,3.96621418490191,4.28664206281253,3.99744415550388
"Q47WV4",3.59796390689946,4.30132298362277,4.67241676533825,4.27364475642947,4.36482219485872,4.78158978480138,4.18102318001735,4.18298556523107,4.92023293668268,3.74757991262687,4.82939224014835,4.77062826725967,3.63589279498881,5.01061711084765,5.03105888939812,4.37308712090314,5.49210956908762,4.7689755775001,4.25365826286438,4.98501899698844,5.04188712661913,5.22485207152507,5.07742380539227,5.83272296494785,4.21971048218085,4.66308854530959,4.94902513115269,5.1966227541928,4.93552667387756,4.96769905691893,4.25066655534572,5.27585522465701,4.3468388543614,5.37570625493046,5.01282012583789,4.92358493579744,4.16684144352826,4.59796848349736,5.00176432180517,3.65746385886393,4.88477986549883,5.01061486752422
"Q47WV6",5.6598846646454,5.85227572800181,5.80833092148828,1.50266001548082,3.17881143657742,2.59558835949399,5.57997648042349,5.65993563629987,5.41229393345206,2.56156205961985,1.64335411277238,2.58460843016765,5.69780650974187,5.50267633177093,5.84504371812971,1.6021031601427,NA,1.58295371957995,5.80460943754974,5.56454277455427,5.70387385963211,3.03884388551211,1.56947838266399,NA,6.14917592844235,5.5645392474984,5.61100900252698,2.42564359244407,1.42758832309386,2.45976279292555,5.9391263682123,5.59234293495432,5.89779604206218,3.70426480634855,3.08984251886179,3.41563927109109,5.39586710648694,5.49941593429726,5.66374768655911,3.79337776113813,3.69876267292376,3.08764223796782
"Q47WV9",1.35773354767924,2.47612592299763,2.43216425487575,NA,NA,NA,1.35579758112106,1.35778027355037,1.35804804814935,NA,NA,NA,1.3956395513381,1.44842059693472,1.46886494217006,NA,NA,NA,1.42846517238851,2.42284410565004,1.47970346856968,NA,NA,NA,1.39451955349238,2.42284254438922,1.38687633283614,1.37141307359147,NA,NA,1.42546493454831,1.45067118398448,1.52164514989197,1.32811860582558,1.45063329041783,NA,2.34164358421202,1.35773361395874,1.43959352787269,NA,NA,NA
"Q47WW0",4.62918693588733,4.38500991012305,4.11867104210043,2.5499874950749,NA,2.64287188688059,4.91678955568578,5.04427864882724,4.7815283894774,NA,1.69068296581879,2.6319167262599,4.08214522011262,3.87191178515237,4.74034520862153,NA,NA,2.63026284965164,4.989419108656,5.22482625581619,5.28169247904127,NA,NA,NA,5.74397047691958,4.9838126008759,4.65831471730534,2.4729569003742,3.05985991363836,3.82899660259126,5.33435648713134,5.25262592818125,4.79309833173768,3.01461047080099,3.55217947691972,3.04792102402973,5.02813487411706,4.91869159892922,5.12609090061631,3.84068416831001,3.00910418206178,2.54998435805527
"Q47WW1",4.03225324736005,4.56568112288366,4.5217358997132,NA,NA,NA,4.03034649126365,3.44734070895696,4.03259094363982,NA,NA,NA,4.07017545772966,4.53801063767018,3.55844439363594,NA,NA,NA,4.51801727693989,4.83433950135444,3.56928076299536,NA,NA,NA,3.48406628108937,4.09737321604484,4.4764161877346,NA,NA,NA,4.09998997431249,4.12517140432503,4.19616318935045,2.41767922641371,NA,NA,3.43119603680199,4.44728715923851,4.11411755796272,NA,NA,NA
"Q47WW7",3.6157235066706,3.14915840350245,4.105210985822,NA,NA,2.21439975531264,3.02885358804563,3.03081827193891,2.0311041982037,NA,NA,2.20341094410157,3.06868157207821,2.12149728630041,3.14192099972392,NA,NA,NA,4.42341931067895,3.68084660927427,3.73771922204143,NA,NA,NA,3.06754028954234,3.68084616960986,3.05988912350303,3.04445914503052,NA,NA,3.09849569323935,3.12369008915474,3.1946742448898,3.00113862836645,NA,NA,3.01467199848985,3.03075439608973,3.11262396171165,3.67521950023917,2.99564230193003,2.12149413699075
"Q47WW9",4.94548888549373,4.80085034097766,4.75690087979212,NA,NA,NA,3.9435857184333,4.36058275939645,3.36086090080214,NA,NA,NA,4.98341052956696,4.45124840116077,4.47168535719449,2.55067965855814,2.44730650558982,NA,4.75318437781486,5.01061486186303,4.80444690220218,NA,2.51804844790651,NA,5.20466436407571,5.42565013099382,4.38965386524758,3.95918801370504,2.37614742779785,2.40833546764192,5.23562087311432,5.0384138405136,4.52443800343859,3.33091796863324,2.45344093331764,2.36421674340671,4.66636561895869,4.36052551844239,3.44239313195793,3.42003082882125,4.32540821590857,4.03620565762048
"Q47WX0",6.35972658823847,6.37120311855834,6.53370854137928,5.45044150719483,5.54161823449843,5.32095499240191,6.55046595447321,6.72234974697417,6.36006298205523,5.02390831603407,5.368758208151,5.04696390542468,6.29073231653154,6.4504445605061,6.36397094747256,4.74253099243559,4.6391613971214,5.30834195887214,6.52998832907042,6.42485040068248,6.58125276090018,4.59428929009476,4.7099016105695,5.10905439333518,6.75907563394586,6.70495439798488,6.75142350117323,5.56606333869553,5.37535774656668,5.60017368704224,6.62010915107204,6.34573463440964,6.80374524062132,5.69268237591363,5.45264773765723,4.87798650408879,6.23672274479472,6.25280849336743,6.63423763999272,5.61186632978227,5.32460995950223,5.22805318637352
"Q47WX1",6.94097069256972,7.01205734793674,7.23114587151929,5.77792997603055,6.07555753975658,5.97774957500522,7.23279602573215,7.30875554620999,7.30903908291008,5.45831211807895,5.67763230423236,5.74439750545463,7.06908943187204,6.98438318588451,7.09793528867615,5.8773703555226,5.88091755785507,6.06467207745063,7.41505202946208,7.51133024394466,7.6937284155653,5.02869634847062,5.60373470912681,5.54345847710282,7.57814306461088,7.66660448728844,7.60086358525297,6.3927853765622,6.32433291635329,6.55813879988773,7.54636540583812,7.40162547225674,7.6425383027758,6.54212076386908,6.53912783064194,6.69090175690215,7.29261368213301,7.23469974194242,7.52807134614138,7.04626964076676,6.7065447748719,6.6010551180432
"Q47WX2",6.89261151359369,6.80155095411047,7.04300704953572,5.35883766283837,5.67240579347109,5.77367042018143,7.0031809715049,7.07552882195831,7.10975943780355,5.15469762908867,5.08450739056786,5.02574526843483,6.9305326055469,7.02180391468469,6.83871205603937,5.04324097401085,5.09187341564339,5.31359935800011,7.33884600849344,7.42070746750913,7.61250440762027,4.53243237512062,5.3001172494678,5.23984136076261,7.52729223677161,7.33324108659142,7.5451749786639,5.78431469274581,6.09110527276746,6.25452332468963,7.36560580266725,7.36104412537085,7.33892236945649,5.90147070331155,5.86354256009937,5.68684592892896,7.39498954760402,7.23774472048809,7.12257572656578,6.38650926178441,6.10747360173121,6.47431746101455
"Q47WX4",6.12184576573773,6.16984863077934,6.38893657478993,4.82024264009222,4.49638215177739,5.08307523716757,6.37147867575313,6.37343708205381,5.97779209349114,4.87913980700688,4.96095542064461,4.48715179871598,6.52233739251322,6.40520877588531,6.48454491778999,4.50464592281249,4.62367151163372,4.90053442791462,6.3238158499893,6.18696964562928,6.37508065470256,4.3564094816572,4.20898537516187,4.28620758501749,6.41016368675033,6.37961117617039,6.15097232348882,5.91314678712595,5.83262145205245,5.94725723987341,6.49770552098662,6.40741339939577,6.2857568860713,5.69991343082448,5.99237451076285,6.05514540151209,6.35729492340318,6.25308737931797,6.13332166020678,5.4894652452353,5.60130066746729,5.40520931262051
"Q47WX7",4.76129154648696,4.61664770172571,4.57270211209653,NA,NA,NA,4.49634910612471,4.76134188807269,4.17666880902775,NA,NA,NA,4.79921077696004,4.58897272635604,4.28749124304785,2.36647529836217,NA,NA,5.41697893424917,5.04880680988084,4.62024792253391,NA,NA,NA,5.02046184224376,4.82641338511003,5.20545311093213,4.1900209333582,4.51388749447814,4.22412875877091,5.24406652913421,5.43917715512258,5.6621679179407,3.14670967568493,4.26925316364364,3.18001948351229,5.33016276464401,4.98367941286126,5.42811873707845,2.23583119778539,3.14121552850224,3.26704301046623
"Q47WX8",4.73679440870395,4.44015075004701,5.13316928967705,NA,NA,NA,4.31985088471466,3.73685442744448,4.73713249262928,NA,2.96822561810254,NA,4.77471731191009,5.14944218559719,4.43291806250415,NA,NA,2.90781155354044,4.39248357471113,5.12384886761866,4.8587856098462,NA,NA,NA,5.09550288034764,4.80191401399643,5.08785113384306,4.33545527490597,3.75242210705341,4.3695637659219,5.12646278911092,5.15164613011301,4.90070787586109,4.29214596222002,2.82972263243826,3.74048107663159,5.04263542912466,5.32175627715465,4.81866321660863,2.79629394365896,2.7016867216373,2.827521410372
"Q47WX9",5.78262244536516,5.59616073391044,5.85706862037704,2.48101134007863,2.89411907041906,2.89585280707866,5.47586248753986,5.5196419525088,5.43503623849731,3.34727125354335,2.62172926436163,3.56296124951107,5.51568737466354,5.43521936070399,5.85901706862245,2.16542144744366,2.79902607613271,3.14627996701317,5.46103041187127,5.70335654254867,5.72175017794478,NA,2.86976302406373,2.21002622111451,5.63653799655612,5.54288917450023,5.32632109523099,5.10443701117106,4.990897100734,4.96166775143181,5.91747458435681,5.4832276856726,5.76366959804012,4.5306165315168,4.6531530446304,4.78631241437147,5.76653383403135,5.81656718065898,5.7940992879925,3.90922807724962,3.16254888555695,3.4810299470654
"Q47WY0",4.73679440870395,4.8551867215837,5.39620501762934,3.82751236709103,NA,3.92041290267653,4.73489171960818,4.73684910147835,5.3220967708401,3.88640283648393,NA,3.90946231764414,3.77471731191009,4.82751612481048,4.84795726838632,3.92695338833177,3.82358313928224,3.90780098755837,5.39248357471113,6.12384886761866,5.4437498809115,NA,NA,3.97154637092674,4.77357584699565,5.38687827158326,5.76592251239689,4.75048755390413,3.75242210705341,3.78459791560724,5.8045341850734,5.41468319827628,6.22263494468203,3.70718346149886,3.82972263243826,4.74048631182052,5.72070788847528,6.05872259484963,5.40362571732979,3.79629394365896,3.70167598230509,3.82751125694729
"Q47WB0",3.55365569536866,3.6720440515388,3.62810043088401,3.90740719067867,3.4136195216372,3.41534586929406,3.55174609139982,2.81674837570468,2.81703576061672,3.70326314356798,4.27051036327541,4.21174188529332,3.26964159610771,3.64437523868234,3.92785098260146,4.00684821913687,4.12586613670022,3.98769802165547,2.88742139494396,3.61877516882945,2.35370534124166,3.27364601608844,4.19660550567714,4.46647834528773,3.26850164336556,3.29684548509913,2.26084236082133,3.83038543415128,2.83232264213132,3.27953537140623,1.29944759030229,3.64657634929497,3.39564351332622,3.52404124988905,2.32465344229466,3.23541058327818,3.53756631121314,3.23172533698603,3.31358505202525,3.6131467559878,3.51853760970702,3.6443746771347
"Q47WY1",6.05803052365727,6.03203257699075,6.06208687270707,2.75643502413051,1.8475968645834,2.84932959127413,5.75126964931765,5.57265676041859,5.98797840513193,3.81531952111115,1.89714452236169,NA,5.95156188965787,6.07836069016071,6.0248018498015,2.85586903346274,1.75248891869492,1.83671201947341,6.32140040828243,6.19026956972839,6.10963207659434,2.70764084465048,1.82322988705236,1.9004858659863,6.28745487436513,5.97876025349261,5.9427665540649,5.76686942801198,5.76880557273314,5.52087198716696,6.64034131404361,5.92856033750801,6.35318515442601,5.22106077078605,4.92856070516385,4.99133072695968,6.10905666097738,6.05802784013741,5.99550674653328,4.04713850774009,4.63059863359302,4.34139281336969
"Q47WY3",5.02432672139121,5.14271786521294,4.92884829862736,NA,NA,NA,4.65984847087513,4.66181070278866,4.66209001902504,NA,NA,NA,4.69967367355843,4.9451189739087,4.96555842914505,NA,NA,2.02538905138807,4.92512562996932,4.91952515036215,5.1463151677157,NA,2.01193412287293,NA,4.47614318970578,4.50448269929419,4.69088382080814,4.1900209333582,4.19195785972316,4.48716563450982,5.24406652913421,4.53228410559842,5.18823656147623,3.40974408151872,3.53228756947743,3.44304874229577,5.1602400336503,4.85439882529812,4.93626404161974,1.91389520531439,1.81929535248307,1.94510742866277
"Q47WY4",4.79798549311501,4.91637661330835,4.87243274686656,1.71877358839449,1.80994313186612,1.81167854318051,4.4335082729862,4.95004321379418,4.79832350035455,1.77765448417711,1.859498099067,1.80073420684844,4.98790943819542,5.04070546736541,4.73921944387567,NA,1.71486597261654,1.79906321346626,5.15821697850397,4.86311112735089,5.45048974209324,1.6699789475602,NA,1.86281962871912,5.12427050526511,4.86310701384965,4.8271115403973,3.22671155007384,3.64368570284967,3.99779516188506,5.69579761980451,4.52834018176327,5.11390166820211,3.18340508924222,2.72099020587995,2.63173803376082,5.41932663914748,5.53494817706465,4.51728249912535,2.68754856732987,NA,3.30373733183243
"Q47WY9",4.77220022840228,4.89059408544504,4.84664713188399,3.71091073815088,3.95409851062118,4.3343332098687,4.5358323193895,4.69825129935528,4.45061252129911,3.76980377530181,3.85162741582817,3.94486494341746,4.29555101768469,4.93331068610079,4.80935927127695,3.96235901449532,3.99649139248236,4.20624083625084,4.8429265639474,4.97483137633752,4.65972954543954,3.29955029908966,3.41515723204734,4.26998661274337,4.87936842011449,4.51539448946859,4.64932284918677,4.37085626607759,4.37279593462971,4.74600643658346,4.83993783946493,4.93551455481173,5.0736162128159,4.00561708575469,4.35055204174895,3.91339518612364,4.60411206259515,4.90970386212763,4.78006780527282,3.67969705183421,3.41515777963902,4.00042842418123
"Q47WZ0",5.2973729285802,4.87519972517194,5.17917537326383,3.97304823957343,4.06423066020862,4.06595443884966,4.88043195594871,4.61935592580357,4.99814892453296,3.03194378795492,3.85073165461964,3.47004227304418,4.92026028847954,4.84752448852105,5.10897476771025,3.80946324769141,3.38416387512622,4.05334967482236,4.82752938458454,4.68442424196743,4.87879625823229,3.66122805692683,4.03986591156126,3.11709801049894,5.14150731894442,4.94745672015409,4.7859318856452,5.01150813301847,4.12036192544164,4.80461130897991,5.17246554266567,4.97526017895261,4.92071530675809,4.58968733229407,3.39029210054342,4.62298995670368,4.9817271566644,4.61930057517949,5.37923913372411,3.94183705838211,3.58418014123621,3.71001886311472
"Q47WZ4",5.3305272802419,5.1269926796066,4.08305053782086,2.09932190054935,3.19049150892548,3.77718805467758,5.32862352024474,4.81600744776139,5.17886120582542,3.74316741736611,3.82498405753038,3.76622527507455,5.36844891167729,5.6842821109376,4.9271145082702,3.19875055960954,3.68035486564615,3.17960314828571,5.40125571229306,5.07372343052284,5.30051749779718,3.63548733099567,2.16611760057537,3.24336238296257,5.85273580575876,5.07371921508009,5.20765293007191,5.02229317123917,4.34615667368562,4.37833308232546,5.77677730613044,5.90887945712134,5.49443877245571,4.30091638840335,4.10152398391017,4.33421894813657,5.45194404877751,6.00859822745661,5.26039245965272,4.65305860761969,2.97348634711603,4.42125005935958
